State,Account Length,Area Code,Phone Number,Inter Plan,VoiceMail Plan,0 of Vmail Mesgs,Total Day Min,Total Day calls,Total Day Charge,Total Evening Min,Total Evening Calls,Total Evening Charge,Total Night Minutes,Total Night Calls,Total Night Charge,Total Int Min,Total Int Calls,Total Int Charge,0 of Calls Customer Service,Churn
VA,113.0,A415,401-9909,0,1,23.0,149.0,104.0,25.33,235.8,67.0,20.04,201.8,76.0,9.08,9.5,5.0,2.57,4.0,False
MS,111.0,A415,404-9978,0,1,36.0,96.8,123.0,16.46,170.6,105.0,14.5,166.0,85.0,7.47,13.4,4.0,3.62,2.0,False
NM,161.0,A408,397-8011,0,0,0.0,107.5,121.0,18.28,256.4,46.0,21.79,247.2,131.0,11.12,12.6,3.0,3.4,2.0,False
TX,70.0,A415,341-8719,0,0,0.0,232.8,95.0,39.58,303.4,111.0,25.79,255.6,104.0,11.5,12.9,7.0,3.48,0.0,True
HI,97.0,A415,408-1242,0,1,43.0,121.1,105.0,20.59,260.2,115.0,22.12,222.4,100.0,10.01,8.3,5.0,2.24,3.0,False
WA,130.0,A510,406-7726,0,0,0.0,124.3,70.0,21.13,270.7,99.0,23.01,239.5,83.0,10.78,3.5,6.0,0.95,0.0,False
WI,92.0,A415,351-2773,0,0,0.0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3.0,3.73,1.0,False
CO,119.0,A408,368-6174,0,0,0.0,124.3,68.0,21.13,207.1,88.0,17.6,157.4,93.0,7.08,14.8,1.0,4.0,0.0,False
NV,115.0,A415,334-5029,0,0,0.0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6.0,1.86,1.0,True
RI,134.0,A415,413-1789,0,0,0.0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6.0,2.38,0.0,False
VA,127.0,A408,414-1246,0,1,25.0,173.0,91.0,29.41,245.8,64.0,20.89,300.0,99.0,13.5,4.8,3.0,1.3,0.0,False
NJ,80.0,A415,330-4978,0,0,0.0,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1.0,1.57,2.0,True
ND,153.0,A415,386-1631,0,1,31.0,218.5,130.0,37.15,134.2,103.0,11.41,118.9,105.0,5.35,9.4,6.0,2.54,0.0,False
MN,85.0,A415,363-1208,0,0,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3.0,False
HI,79.0,A415,334-5263,0,0,0.0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,11.4,5.0,3.08,1.0,False
ND,35.0,A415,361-4137,0,0,0.0,260.8,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2.0,1.57,1.0,False
WI,120.0,A408,374-8187,0,1,26.0,239.4,94.0,40.7,259.4,88.0,22.05,238.0,132.0,10.71,7.7,3.0,2.08,0.0,False
MN,68.0,A510,370-1525,0,0,0.0,226.7,94.0,38.54,168.4,129.0,14.31,188.7,117.0,8.49,10.2,1.0,2.75,0.0,False
DC,60.0,A408,355-3801,0,0,0.0,179.3,147.0,30.48,208.9,89.0,17.76,248.2,98.0,11.17,13.5,6.0,3.65,1.0,True
KS,120.0,A510,392-5605,0,0,0.0,158.0,110.0,26.86,197.0,103.0,16.75,154.9,132.0,6.97,10.0,5.0,2.7,1.0,False
MT,71.0,A510,363-1366,0,1,23.0,175.7,82.0,29.87,258.9,136.0,22.01,268.4,154.0,12.08,14.1,7.0,3.81,1.0,False
WV,124.0,A415,358-5274,0,0,0.0,157.4,107.0,26.76,167.8,112.0,14.26,188.8,102.0,8.5,8.8,3.0,2.38,3.0,False
ME,23.0,A510,376-9607,0,0,0.0,113.1,74.0,19.23,168.8,95.0,14.35,262.9,126.0,11.83,6.9,2.0,1.86,1.0,True
WY,225.0,A415,374-1213,0,0,0.0,182.7,142.0,31.06,246.5,63.0,20.95,218.0,103.0,9.81,8.8,2.0,2.38,1.0,False
NY,181.0,A415,421-8537,1,0,0.0,161.3,83.0,27.42,124.4,83.0,10.57,262.0,98.0,11.79,14.1,3.0,3.81,0.0,True
VT,63.0,A415,351-5576,0,0,0.0,142.5,92.0,24.23,208.3,102.0,17.71,228.9,120.0,10.3,7.5,2.0,2.03,2.0,False
NC,54.0,A415,407-7258,1,0,0.0,190.5,108.0,32.39,259.7,108.0,22.07,141.5,111.0,6.37,9.7,2.0,2.62,2.0,True
MO,80.0,A408,405-4420,1,1,15.0,159.3,110.0,27.08,170.6,120.0,14.5,141.2,82.0,6.35,11.9,5.0,3.21,1.0,False
NC,118.0,A408,340-2855,1,1,39.0,153.8,106.0,26.15,123.3,111.0,10.48,117.8,103.0,5.3,9.2,6.0,2.48,1.0,False
NJ,42.0,A408,342-8002,1,0,0.0,180.7,127.0,30.72,174.6,94.0,14.84,165.3,114.0,7.44,12.0,6.0,3.24,2.0,False
OH,134.0,A408,355-6826,0,0,0.0,202.7,105.0,34.46,224.9,90.0,19.12,253.9,108.0,11.43,12.1,7.0,3.27,0.0,False
TX,66.0,A415,402-3886,0,1,35.0,190.8,100.0,32.44,261.3,93.0,22.21,209.5,108.0,9.43,8.9,6.0,2.4,0.0,False
WA,66.0,A415,336-5900,0,0,0.0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6.0,2.48,2.0,False
TN,127.0,A415,339-7684,0,1,28.0,235.6,124.0,40.05,236.8,113.0,20.13,241.2,127.0,10.85,7.7,2.0,2.08,1.0,False
HI,146.0,A510,390-2433,0,0,0.0,189.3,77.0,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3.0,2.0,0.0,False
WY,93.0,A408,360-7246,0,1,42.0,166.9,101.0,28.37,273.2,84.0,23.22,171.0,106.0,7.69,11.5,1.0,3.11,1.0,False
CT,77.0,A415,335-6508,0,0,0.0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,0.0,True
NM,111.0,A415,348-6720,0,0,0.0,132.6,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2.0,3.43,4.0,True
NJ,125.0,A415,406-6400,0,0,0.0,182.3,64.0,30.99,139.8,121.0,11.88,171.6,96.0,7.72,11.6,7.0,3.13,2.0,False
AL,115.0,A510,390-7370,0,1,14.0,192.3,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3.0,2.84,2.0,False
MN,115.0,A510,390-5055,1,0,0.0,122.0,110.0,20.74,220.2,100.0,18.72,179.7,124.0,8.09,10.8,2.0,2.92,2.0,True
NC,114.0,A408,405-7542,0,0,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,False
OH,106.0,A415,364-4927,0,0,0.0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3.0,2.46,0.0,False
ND,118.0,A415,329-3458,0,1,39.0,91.5,125.0,15.56,219.9,113.0,18.69,229.0,99.0,10.31,12.7,8.0,3.43,2.0,False
CO,59.0,A510,331-3842,0,0,0.0,153.6,92.0,26.11,205.5,88.0,17.47,114.5,89.0,5.15,12.5,10.0,3.38,1.0,False
ND,87.0,A415,343-4147,1,1,40.0,221.6,79.0,37.67,157.1,74.0,13.35,222.4,124.0,10.01,11.5,3.0,3.11,1.0,False
NY,21.0,A415,335-2274,0,0,0.0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1.0,1.78,1.0,False
WI,142.0,A408,343-3227,0,1,24.0,239.8,103.0,40.77,285.9,65.0,24.3,256.7,106.0,11.55,9.5,4.0,2.57,0.0,False
WY,62.0,A415,336-6907,0,0,0.0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.27,11.0,5.0,2.97,0.0,False
OR,149.0,A415,331-1391,0,0,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,True
CO,54.0,A510,360-1643,0,1,39.0,117.6,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,11.3,10.0,3.05,2.0,False
LA,112.0,A510,410-2518,0,0,0.0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7.0,3.05,1.0,False
AL,68.0,A510,344-4970,0,0,0.0,157.3,83.0,26.74,220.9,85.0,18.78,218.9,129.0,9.85,12.0,7.0,3.24,1.0,False
TX,201.0,A415,408-1486,0,1,21.0,192.0,97.0,32.64,239.1,81.0,20.32,116.1,125.0,5.22,15.1,3.0,4.08,1.0,False
PA,88.0,A510,396-1648,0,0,0.0,218.2,76.0,37.09,169.3,60.0,14.39,141.1,99.0,6.35,8.0,1.0,2.16,1.0,False
IL,85.0,A415,391-2022,0,1,29.0,144.6,97.0,24.58,140.0,102.0,11.9,165.4,148.0,7.44,10.9,3.0,2.94,1.0,False
DE,51.0,A415,420-6465,1,0,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4.0,3.81,0.0,True
MO,45.0,A510,398-2628,0,1,29.0,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6.0,2.13,2.0,False
AR,116.0,A510,409-5519,0,0,0.0,160.7,69.0,27.32,146.8,106.0,12.48,287.8,144.0,12.95,8.2,5.0,2.21,0.0,False
OH,146.0,A408,391-8554,0,1,31.0,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,7.63,7.8,2.0,2.11,1.0,False
WI,63.0,A510,395-1693,0,1,34.0,152.2,119.0,25.87,227.1,91.0,19.3,195.7,103.0,8.81,12.3,5.0,3.32,1.0,False
GA,133.0,A510,393-3194,0,0,0.0,227.4,90.0,38.66,73.2,135.0,6.22,114.3,99.0,5.14,4.7,7.0,1.27,0.0,False
KY,125.0,A408,328-3402,0,0,0.0,191.6,115.0,32.57,205.6,108.0,17.48,210.2,123.0,9.46,9.2,3.0,2.48,2.0,False
OH,72.0,A510,411-4781,0,0,0.0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3.0,2.92,1.0,False
TN,130.0,A408,401-2581,0,0,0.0,127.0,102.0,21.59,206.9,107.0,17.59,231.7,99.0,10.43,6.1,6.0,1.65,0.0,False
SD,97.0,A415,385-1214,0,0,0.0,168.6,87.0,28.66,259.2,105.0,22.03,279.8,123.0,12.59,7.3,4.0,1.97,1.0,False
NY,54.0,A415,348-6853,0,0,0.0,286.6,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5.0,3.11,1.0,True
GA,160.0,A415,341-8412,0,1,29.0,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4.0,4.1,1.0,False
TX,79.0,A415,330-8142,0,0,0.0,144.0,90.0,24.48,135.8,91.0,11.54,212.4,129.0,9.56,13.0,4.0,3.51,1.0,False
WV,92.0,A415,361-1404,0,1,47.0,141.6,95.0,24.07,207.9,130.0,17.67,203.6,95.0,9.16,10.2,11.0,2.75,0.0,False
MI,59.0,A415,375-9671,0,0,0.0,204.3,65.0,34.73,247.3,123.0,21.02,214.7,94.0,9.66,12.0,4.0,3.24,1.0,False
ND,132.0,A510,372-1824,0,0,0.0,163.2,80.0,27.74,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10.0,1.67,1.0,False
NE,21.0,A510,408-3606,0,0,0.0,225.0,110.0,38.25,244.2,111.0,20.76,221.2,93.0,9.95,10.7,4.0,2.89,0.0,False
SD,93.0,A415,333-3595,0,0,0.0,176.1,103.0,29.94,199.7,130.0,16.97,263.9,96.0,11.88,8.5,6.0,2.3,2.0,False
NJ,147.0,A415,379-7009,0,1,36.0,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7.0,3.73,5.0,False
AK,101.0,A510,411-4940,0,0,0.0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5.0,2.3,1.0,False
CT,125.0,A415,409-7523,1,0,0.0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2.0,2.59,0.0,True
CO,63.0,A415,408-6725,0,0,0.0,211.8,84.0,36.01,230.9,137.0,19.63,217.1,99.0,9.77,10.7,9.0,2.89,3.0,False
MD,107.0,A415,350-2384,0,0,0.0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,8.35,11.7,6.0,3.16,0.0,False
ND,110.0,A408,348-1706,0,0,0.0,196.1,103.0,33.34,199.7,123.0,16.97,135.9,71.0,6.12,12.9,1.0,3.48,3.0,False
NH,83.0,A415,415-6145,0,0,0.0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2.0,3.35,3.0,False
MN,117.0,A408,373-3731,0,0,0.0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2.0,3.73,1.0,False
KY,124.0,A415,341-3349,0,0,0.0,194.0,103.0,32.98,241.0,116.0,20.49,227.5,153.0,10.24,11.9,5.0,3.21,0.0,False
NH,115.0,A510,399-8859,0,0,0.0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,96.0,10.81,15.4,8.0,4.16,3.0,False
CO,156.0,A408,377-4518,1,0,0.0,277.0,119.0,47.09,238.3,106.0,20.26,94.4,96.0,4.25,8.3,3.0,2.24,1.0,False
KY,89.0,A408,341-1594,0,0,0.0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3.0,1.65,0.0,False
KY,72.0,A415,418-8770,0,0,0.0,198.4,147.0,33.73,216.9,121.0,18.44,112.8,125.0,5.08,13.1,4.0,3.54,0.0,False
IN,101.0,A415,332-9118,0,1,42.0,209.2,82.0,35.56,159.7,74.0,13.57,181.6,100.0,8.17,9.5,3.0,2.57,0.0,False
OR,53.0,A415,386-1418,0,0,0.0,184.8,98.0,31.42,216.4,125.0,18.39,141.1,116.0,6.35,18.4,3.0,4.97,2.0,False
SD,116.0,A408,393-3535,0,0,0.0,167.8,119.0,28.53,142.0,123.0,12.07,190.7,128.0,8.58,7.3,4.0,1.97,2.0,False
DE,78.0,A408,328-9006,0,0,0.0,139.2,140.0,23.66,191.4,113.0,16.27,286.5,125.0,12.89,11.8,3.0,3.19,3.0,False
OR,117.0,A415,402-2482,0,1,17.0,221.3,82.0,37.62,167.6,100.0,14.25,262.7,87.0,11.82,4.4,4.0,1.19,0.0,False
NE,56.0,A510,408-4865,0,0,0.0,121.6,84.0,20.67,165.3,115.0,14.05,243.9,95.0,10.98,8.9,2.0,2.4,1.0,False
OH,123.0,A408,396-6247,0,1,39.0,270.4,99.0,45.97,245.1,110.0,20.83,108.9,113.0,4.9,15.4,7.0,4.16,1.0,False
OH,127.0,A408,396-9462,0,0,0.0,139.6,94.0,23.73,240.9,112.0,20.48,127.1,88.0,5.72,8.8,4.0,2.38,2.0,False
AR,116.0,A415,396-9279,0,1,23.0,253.0,78.0,43.01,138.9,121.0,11.81,277.8,104.0,12.5,11.8,3.0,3.19,2.0,False
KS,138.0,A510,363-8715,0,1,26.0,183.9,83.0,31.26,240.7,93.0,20.46,185.7,125.0,8.36,15.0,3.0,4.05,1.0,False
TX,120.0,A415,356-1358,0,0,0.0,203.3,108.0,34.56,259.9,66.0,22.09,115.9,103.0,5.22,7.8,2.0,2.11,3.0,False
WI,102.0,A408,360-7839,0,0,0.0,200.6,106.0,34.1,152.5,127.0,12.96,199.4,128.0,8.97,7.7,2.0,2.08,3.0,False
OR,95.0,A415,364-8774,0,0,0.0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,13.4,6.0,3.62,2.0,False
VA,102.0,A408,348-5038,0,0,0.0,156.5,67.0,26.61,204.3,103.0,17.37,141.9,72.0,6.39,9.9,2.0,2.67,2.0,False
AR,89.0,A415,365-4728,0,1,25.0,215.1,140.0,36.57,197.4,69.0,16.78,162.1,117.0,7.29,10.6,10.0,2.86,1.0,False
CT,50.0,A408,351-9037,0,0,0.0,301.7,82.0,51.29,167.1,118.0,14.2,72.2,89.0,3.25,10.5,6.0,2.84,1.0,False
OH,93.0,A415,397-9184,0,1,42.0,152.3,90.0,25.89,267.5,102.0,22.74,266.9,130.0,12.01,11.3,5.0,3.05,7.0,False
WY,68.0,A510,398-4538,0,0,0.0,195.4,116.0,33.22,212.1,101.0,18.03,138.4,134.0,6.23,15.1,11.0,4.08,1.0,False
IL,70.0,A408,382-6827,0,0,0.0,208.7,97.0,35.48,275.5,83.0,23.42,182.5,122.0,8.21,8.0,3.0,2.16,2.0,False
MO,138.0,A415,408-1340,0,1,29.0,190.1,87.0,32.32,223.2,123.0,18.97,256.2,130.0,11.53,14.2,6.0,3.83,0.0,False
DC,141.0,A415,333-9511,0,1,37.0,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107.0,9.82,8.0,3.0,2.16,4.0,False
MA,112.0,A415,358-7379,0,1,17.0,183.2,95.0,31.14,252.8,125.0,21.49,156.7,95.0,7.05,9.7,3.0,2.62,0.0,False
NH,117.0,A510,397-1766,1,0,0.0,54.2,100.0,9.21,303.2,84.0,25.77,171.8,84.0,7.73,8.6,2.0,2.32,1.0,True
IA,1.0,A408,331-2144,0,1,26.0,208.0,115.0,35.36,185.0,113.0,15.73,177.7,144.0,8.0,8.1,9.0,2.19,1.0,False
AL,70.0,A415,345-7014,0,0,0.0,230.3,110.0,39.15,77.9,87.0,6.62,247.1,105.0,11.12,13.2,4.0,3.56,1.0,False
OR,87.0,A510,395-1898,0,1,22.0,240.8,102.0,40.94,75.9,106.0,6.45,224.6,115.0,10.11,7.1,3.0,1.92,2.0,False
WV,52.0,A510,373-8920,0,1,21.0,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94.0,7.08,5.3,3.0,1.43,2.0,False
WA,97.0,A408,373-8908,0,0,0.0,276.1,82.0,46.94,201.1,106.0,17.09,231.3,73.0,10.41,8.9,4.0,2.4,0.0,True
NV,105.0,A408,415-1203,0,0,0.0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3.0,4.37,2.0,False
SC,77.0,A510,369-7017,0,1,28.0,135.9,117.0,23.1,244.5,102.0,20.78,207.5,74.0,9.34,11.5,3.0,3.11,4.0,True
NC,80.0,A415,420-8435,1,0,0.0,189.1,122.0,32.15,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3.0,3.75,2.0,True
NH,120.0,A510,395-2579,0,1,43.0,177.9,117.0,30.24,175.1,70.0,14.88,161.3,117.0,7.26,11.5,4.0,3.11,1.0,False
WY,54.0,A408,405-7850,0,1,39.0,143.9,73.0,24.46,210.3,117.0,17.88,129.2,117.0,5.81,12.5,8.0,3.38,2.0,False
FL,148.0,A510,394-7710,1,0,0.0,148.2,138.0,25.19,159.6,123.0,13.57,197.4,62.0,8.88,8.6,3.0,2.32,2.0,False
PA,119.0,A408,342-4122,0,0,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,13.9,1.0,3.75,2.0,True
NC,162.0,A408,340-1876,0,1,26.0,179.7,144.0,30.55,218.1,129.0,18.54,212.3,105.0,9.55,9.3,8.0,2.51,1.0,True
MO,85.0,A510,383-6095,0,0,0.0,165.8,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3.0,2.94,5.0,True
KS,101.0,A510,413-1061,0,1,25.0,144.1,144.0,24.5,167.6,105.0,14.25,240.0,107.0,10.8,14.5,3.0,3.92,1.0,False
KY,172.0,A415,343-5347,0,0,0.0,172.5,85.0,29.33,253.1,71.0,21.51,221.6,113.0,9.97,5.9,6.0,1.59,0.0,False
DE,80.0,A415,376-4861,0,0,0.0,199.8,138.0,33.97,167.1,91.0,14.2,271.8,94.0,12.23,5.5,4.0,1.49,1.0,False
WI,67.0,A510,417-2265,0,0,0.0,109.1,134.0,18.55,142.3,76.0,12.1,91.2,86.0,4.1,10.9,5.0,2.94,2.0,False
CO,86.0,A408,419-7415,0,0,0.0,171.8,106.0,29.21,301.7,44.0,25.64,139.4,108.0,6.27,9.7,5.0,2.62,1.0,False
NM,107.0,A415,407-2259,0,0,0.0,222.3,101.0,37.79,286.0,111.0,24.31,249.4,117.0,11.22,12.1,4.0,3.27,1.0,True
DE,133.0,A510,333-2906,0,0,0.0,245.8,102.0,41.79,264.7,90.0,22.5,111.7,103.0,5.03,11.2,7.0,3.02,0.0,False
IL,116.0,A510,360-7477,0,0,0.0,164.6,110.0,27.98,270.6,103.0,23.0,230.4,109.0,10.37,8.0,3.0,2.16,0.0,False
WA,63.0,A408,342-5243,0,0,0.0,211.7,107.0,35.99,271.7,77.0,23.09,203.3,108.0,9.15,7.4,7.0,2.0,0.0,False
MA,119.0,A408,417-3999,1,1,16.0,147.2,103.0,25.02,160.1,96.0,13.61,184.0,120.0,8.28,7.7,2.0,2.08,0.0,True
OH,133.0,A408,379-1720,1,0,0.0,254.7,103.0,43.3,252.2,80.0,21.44,178.1,103.0,8.01,8.0,3.0,2.16,0.0,True
TN,94.0,A408,368-3117,1,0,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0,False
MA,69.0,A510,352-5000,0,0,0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0.0,False
MI,146.0,A408,405-7676,0,0,0.0,149.3,83.0,25.38,187.1,130.0,15.9,149.8,100.0,6.74,7.9,4.0,2.13,7.0,True
TX,119.0,A510,361-2349,0,0,0.0,81.9,75.0,13.92,253.8,114.0,21.57,213.1,125.0,9.59,8.9,1.0,2.4,2.0,True
NH,142.0,A408,383-2901,1,1,25.0,191.1,109.0,32.49,149.6,120.0,12.72,227.8,60.0,10.25,9.8,3.0,2.65,0.0,False
MD,123.0,A408,369-7049,0,0,0.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60.0,8.88,8.3,2.0,2.24,3.0,False
MS,101.0,A408,387-5533,0,0,0.0,239.0,156.0,40.63,273.0,106.0,23.21,278.2,93.0,12.52,13.5,8.0,3.65,1.0,True
AZ,43.0,A415,362-3660,0,0,0.0,179.3,97.0,30.48,252.7,126.0,21.48,227.5,114.0,10.24,8.0,5.0,2.16,0.0,False
IN,69.0,A408,357-3577,0,0,0.0,185.3,91.0,31.5,219.1,88.0,18.62,243.6,107.0,10.96,5.5,5.0,1.49,0.0,False
NY,15.0,A510,394-3312,1,0,0.0,141.4,80.0,24.04,123.9,76.0,10.53,323.5,88.0,14.56,8.1,3.0,2.19,2.0,False
WI,107.0,A510,395-8330,0,1,25.0,248.6,91.0,42.26,119.3,115.0,10.14,194.3,83.0,8.74,12.0,1.0,3.24,1.0,False
WV,67.0,A510,373-8895,0,0,0.0,152.5,131.0,25.93,252.4,107.0,21.45,185.4,104.0,8.34,4.9,3.0,1.32,2.0,False
NY,99.0,A415,386-4581,0,0,0.0,145.6,102.0,24.75,230.9,87.0,19.63,181.5,86.0,8.17,11.4,7.0,3.08,1.0,False
OK,46.0,A415,354-8191,0,0,0.0,164.2,116.0,27.91,196.2,153.0,16.68,236.1,119.0,10.62,8.1,1.0,2.19,1.0,False
NC,55.0,A408,359-7562,1,0,0.0,221.0,115.0,37.57,165.4,97.0,14.06,235.4,117.0,10.59,9.7,4.0,2.62,1.0,False
KY,39.0,A415,359-4336,0,0,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123.0,9.2,11.5,2.0,3.11,1.0,True
TX,92.0,A510,336-9901,0,0,0.0,139.8,98.0,23.77,174.9,143.0,14.87,201.6,135.0,9.07,9.4,7.0,2.54,2.0,False
CT,56.0,A415,406-3069,0,0,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,1.0,4.0,4.0,True
NE,76.0,A415,334-6519,0,0,0.0,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0,True
HI,132.0,A408,361-8113,1,1,33.0,200.3,75.0,34.05,226.6,67.0,19.26,198.8,91.0,8.95,12.9,3.0,3.48,2.0,False
SC,140.0,A510,347-9769,0,1,28.0,157.1,77.0,26.71,172.4,97.0,14.65,184.5,94.0,8.3,11.1,9.0,3.0,1.0,False
AK,51.0,A510,352-9130,1,1,12.0,135.8,60.0,23.09,200.6,134.0,17.05,192.4,98.0,8.66,12.3,7.0,3.32,2.0,False
SD,27.0,A408,378-4557,0,0,0.0,236.7,110.0,40.24,231.9,92.0,19.71,164.7,85.0,7.41,12.7,6.0,3.43,1.0,False
ID,224.0,A510,360-8919,0,0,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0,False
OK,105.0,A510,405-4109,1,1,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0,True
WA,117.0,A408,381-2498,0,0,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2.0,False
SD,91.0,A415,357-5696,0,0,0.0,153.0,123.0,26.01,141.1,127.0,11.99,171.5,76.0,7.72,10.3,15.0,2.78,1.0,True
OH,135.0,A415,412-2947,0,0,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,False
VA,146.0,A415,363-3571,0,0,0.0,205.4,101.0,34.92,134.9,77.0,11.47,310.5,83.0,13.97,10.3,2.0,2.78,3.0,False
WI,147.0,A415,405-5403,1,0,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0,True
IN,68.0,A510,330-9354,0,0,0.0,249.9,127.0,42.48,254.5,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,2.0,True
NM,68.0,A408,396-7091,0,0,0.0,131.6,89.0,22.37,137.0,109.0,11.65,256.3,107.0,11.53,10.2,5.0,2.75,3.0,False
HI,86.0,A408,398-3004,0,1,21.0,197.9,99.0,33.64,165.6,100.0,14.08,208.0,120.0,9.36,10.1,9.0,2.73,0.0,False
KY,131.0,A415,400-4020,0,0,0.0,166.5,129.0,28.31,210.2,107.0,17.87,257.2,93.0,11.57,9.9,5.0,2.67,1.0,False
OH,86.0,A415,356-3448,0,1,29.0,225.4,79.0,38.32,187.1,112.0,15.9,281.1,112.0,12.65,12.9,3.0,3.48,1.0,False
VT,159.0,A415,335-2019,0,0,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0,True
AZ,134.0,A415,332-6633,0,1,40.0,142.9,105.0,24.29,88.6,61.0,7.53,290.0,96.0,13.05,10.8,6.0,2.92,1.0,False
VT,113.0,A510,359-7648,0,0,0.0,207.2,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.49,9.9,1.0,2.67,1.0,False
MO,132.0,A408,412-9190,0,0,0.0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1.0,False
AL,85.0,A415,368-9007,0,0,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0,False
NJ,93.0,A510,384-5632,1,1,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0,True
WA,174.0,A408,352-6068,0,1,33.0,167.8,91.0,28.53,205.3,91.0,17.45,130.0,132.0,5.85,14.5,4.0,3.92,4.0,True
NY,61.0,A415,343-9645,0,0,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93.0,9.95,7.0,3.0,1.89,2.0,False
DC,91.0,A415,384-7873,0,1,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0,False
